"payment_month","user_id","game_name","revenue_amount","revenue_type","language","has_older_device_model","age"
2022-10-01,AN9at3LlvDamqXq8dvHD4w==,game 3,13.83,revenue,ru,false,24
2022-11-01,AN9at3LlvDamqXq8dvHD4w==,game 3,68.97,revenue,ru,false,24
2022-12-01,AN9at3LlvDamqXq8dvHD4w==,game 3,59.94,revenue,ru,false,24
2022-11-01,/ANyXfGUGtUS/bPw0/nW/w==,game 3,33.06,revenue,uk,false,28
2022-04-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,15.21,revenue,ru,false,20
2022-05-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,39.30,revenue,ru,false,20
2022-06-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,19.08,revenue,ru,false,20
2022-09-01,aujnuJ9eBYK+yGF15TtUkw==,game 2,33.57,revenue,en,false,35
2022-10-01,aujnuJ9eBYK+yGF15TtUkw==,game 2,12.69,revenue,en,false,35
2022-09-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,18.33,revenue,en,false,28
2022-10-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,25.77,revenue,en,false,28
2022-11-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,122.97,revenue,en,false,28
2022-12-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,32.79,revenue,en,false,28
2022-10-01,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,69.90,revenue,ru,false,16
2022-11-01,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,43.08,revenue,ru,false,16
2022-03-01,b3TBQFxyCxxypmPajF+jXw==,game 3,13.98,revenue,uk,true,15
2022-04-01,b3TBQFxyCxxypmPajF+jXw==,game 3,14.82,revenue,uk,true,15
2022-05-01,b3TBQFxyCxxypmPajF+jXw==,game 3,28.68,revenue,uk,true,15
2022-06-01,b3TBQFxyCxxypmPajF+jXw==,game 3,71.31,revenue,uk,true,15
2022-03-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,15.3,revenue,ru,false,23
2022-04-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,63.60,revenue,ru,false,23
2022-06-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,96.33,revenue,ru,false,23
2022-07-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,20.79,revenue,ru,false,23
2022-08-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,64.80,revenue,ru,false,23
2022-09-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,44.67,revenue,ru,false,23
2022-10-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,59.28,revenue,ru,false,23
2022-12-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,20.64,revenue,ru,false,23
2022-11-01,B4tGKx0IrkPGAUEnO6mMNA==,game 3,55.08,revenue,uk,false,19
2022-12-01,B4tGKx0IrkPGAUEnO6mMNA==,game 3,14.37,revenue,uk,false,19
2022-05-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,94.11,revenue,ru,false,17
2022-06-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,41.07,revenue,ru,false,17
2022-07-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,15.21,revenue,ru,false,17
2022-08-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,73.38,revenue,ru,false,17
2022-09-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,18.24,revenue,ru,false,17
2022-10-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,46.20,revenue,ru,false,17
2022-11-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,102.18,revenue,ru,false,17
2022-12-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,42.21,revenue,ru,false,17
2022-07-01,B7ziVc7jLVg/+snNIp3hLQ==,game 3,13.71,revenue,uk,false,19
2022-11-01,b85g/xLxpBpMH/joxym4fA==,game 3,26.94,revenue,uk,false,28
2022-05-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,39.96,revenue,uk,true,21
2022-10-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,56.28,revenue,uk,true,21
2022-10-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,37.08,revenue,ru,false,17
2022-11-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,53.07,revenue,ru,false,17
2022-12-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,121.41,revenue,ru,false,17
2022-08-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,27.60,revenue,uk,false,28
2022-09-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,29.07,revenue,uk,false,28
2022-10-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,12.21,revenue,uk,false,28
2022-11-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,15.69,revenue,uk,false,28
2022-12-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,39.48,revenue,uk,false,28
2022-03-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,89.22,revenue,uk,true,18
2022-05-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,30.72,revenue,uk,true,18
2022-06-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,31.38,revenue,uk,true,18
2022-07-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,106.59,revenue,uk,true,18
2022-08-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,73.38,revenue,uk,true,18
2022-09-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,76.02,revenue,uk,true,18
2022-10-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,96.84,revenue,uk,true,18
2022-05-01,BDvlXttM/hbupcLic+5ZWg==,game 3,12.93,revenue,uk,false,29
2022-06-01,BDvlXttM/hbupcLic+5ZWg==,game 3,46.53,revenue,uk,false,29
2022-08-01,BDvlXttM/hbupcLic+5ZWg==,game 3,13.59,revenue,uk,false,29
2022-09-01,BDvlXttM/hbupcLic+5ZWg==,game 3,41.55,revenue,uk,false,29
2022-10-01,BDvlXttM/hbupcLic+5ZWg==,game 3,12.9,revenue,uk,false,29
2022-11-01,BDvlXttM/hbupcLic+5ZWg==,game 3,58.98,revenue,uk,false,29
2022-12-01,BDvlXttM/hbupcLic+5ZWg==,game 3,13.5,revenue,uk,false,29
2022-09-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,15.57,revenue,uk,false,30
2022-10-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,47.22,revenue,uk,false,30
2022-11-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,53.52,revenue,uk,false,30
2022-10-01,bF11PeUgiQ6ebhHTaDNDJA==,game 3,18.78,revenue,ru,false,33
2022-07-01,BH4aptg763J0WNnw0OS9hw==,game 3,15.21,revenue,ru,false,18
2022-04-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,30.66,revenue,ru,false,18
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,113.76,revenue,ru,false,18
2022-09-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,21.51,revenue,ru,false,18
2022-09-01,BLnx9pj0y+SVkckLR/01qw==,game 3,41.55,revenue,uk,false,25
2022-10-01,BLnx9pj0y+SVkckLR/01qw==,game 3,85.20,revenue,uk,false,25
2022-11-01,BLnx9pj0y+SVkckLR/01qw==,game 3,43.92,revenue,uk,false,25
2022-12-01,BLnx9pj0y+SVkckLR/01qw==,game 3,14.37,revenue,uk,false,25
2022-08-01,BOcGlFXXESDUbttxDzQIQw==,game 3,88.29,revenue,uk,false,32
2022-09-01,BOcGlFXXESDUbttxDzQIQw==,game 3,99.45,revenue,uk,false,32
2022-10-01,BOcGlFXXESDUbttxDzQIQw==,game 3,58.14,revenue,uk,false,32
2022-11-01,BOcGlFXXESDUbttxDzQIQw==,game 3,27.42,revenue,uk,false,32
2022-12-01,BOcGlFXXESDUbttxDzQIQw==,game 3,16.89,revenue,uk,false,32
2022-05-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,65.73,revenue,uk,true,14
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,46.20,revenue,uk,true,14
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,12.9,revenue,uk,true,14
2022-08-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,35.79,revenue,uk,true,14
2022-10-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.00,revenue,uk,true,14
2022-11-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,49.92,revenue,uk,true,14
2022-12-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.42,revenue,uk,true,14
2022-09-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,14.55,revenue,uk,false,23
2022-10-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,91.83,revenue,uk,false,23
2022-12-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,80.58,revenue,uk,false,23
2022-08-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,15.78,revenue,uk,false,18
2022-09-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,71.82,revenue,uk,false,18
2022-10-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,83.16,revenue,uk,false,18
2022-11-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,26.16,revenue,uk,false,18
2022-12-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,14.28,revenue,uk,false,18
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,14.25,revenue,uk,false,40
2022-11-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,29.22,revenue,uk,false,40
2022-12-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,25.83,revenue,uk,false,40
2022-10-01,Cabfx2Uhcg6oOXYHLUa+rg==,game 3,18.84,revenue,uk,true,15
2022-03-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,15.84,revenue,uk,false,18
2022-04-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,20.76,revenue,uk,false,18
2022-11-01,cDaRA0l0GtU4VtTO/DSe1g==,game 3,33.33,revenue,uk,false,21
2022-10-01,cf1ykPUohKTUjtI6cAMhVw==,game 2,12.24,revenue,ru,true,21
2022-11-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,32.25,revenue,uk,false,19
2022-12-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,21.03,revenue,uk,false,19
2022-09-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,43.83,revenue,ru,false,24
2022-11-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,56.40,revenue,ru,false,24
2022-12-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,60.15,revenue,ru,false,24
2022-10-01,cjAwQwy//1xm2O5pNRveqw==,game 3,74.28,revenue,ru,false,22
2022-11-01,cjAwQwy//1xm2O5pNRveqw==,game 3,84.24,revenue,ru,false,22
2022-12-01,cjAwQwy//1xm2O5pNRveqw==,game 3,12.63,revenue,ru,false,22
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,game 3,68.04,revenue,uk,false,20
2022-09-01,cOCixiBbcAHemYgbNdoTcw==,game 3,42.81,revenue,uk,false,20
2022-10-01,cOCixiBbcAHemYgbNdoTcw==,game 3,66.09,revenue,uk,false,20
2022-11-01,cOCixiBbcAHemYgbNdoTcw==,game 3,82.68,revenue,uk,false,20
2022-12-01,cOCixiBbcAHemYgbNdoTcw==,game 3,15.39,revenue,uk,false,20
2022-12-01,cp2QvW7HEEyNYKZRQ+RvyA==,game 3,38.10,revenue,uk,false,14
2022-05-01,crKNTIblJ0113SKEtSJQHw==,game 3,93.99,revenue,uk,false,16
2022-06-01,crKNTIblJ0113SKEtSJQHw==,game 3,29.97,revenue,uk,false,16
2022-07-01,crKNTIblJ0113SKEtSJQHw==,game 3,107.25,revenue,uk,false,16
2022-08-01,crKNTIblJ0113SKEtSJQHw==,game 3,40.47,revenue,uk,false,16
2022-09-01,crKNTIblJ0113SKEtSJQHw==,game 3,51.57,revenue,uk,false,16
2022-10-01,crKNTIblJ0113SKEtSJQHw==,game 3,21.24,revenue,uk,false,16
2022-11-01,crKNTIblJ0113SKEtSJQHw==,game 3,48.87,revenue,uk,false,16
2022-12-01,crKNTIblJ0113SKEtSJQHw==,game 3,30.00,revenue,uk,false,16
2022-08-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,55.47,revenue,uk,false,20
2022-09-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,30.72,revenue,uk,false,20
2022-11-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,23.28,revenue,uk,false,20
2022-12-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,24.3,revenue,uk,false,20
2022-10-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,72.69,revenue,uk,false,19
2022-12-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,48.18,revenue,uk,false,19
2022-08-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,42.60,revenue,ru,false,19
2022-09-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,26.64,revenue,ru,false,19
2022-10-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,60.12,revenue,ru,false,19
2022-11-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,57.24,revenue,ru,false,19
2022-12-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,102.57,revenue,ru,false,19
2022-08-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,16.41,revenue,uk,false,19
2022-09-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,21.06,revenue,uk,false,19
2022-11-01,dAiAPbpgrBYKg4Rn7nbu4g==,game 3,20.85,revenue,uk,false,34
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.55,revenue,uk,false,15
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.31,revenue,uk,false,15
2022-08-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,48.21,revenue,uk,false,15
2022-09-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,54.15,revenue,uk,false,15
2022-10-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,70.62,revenue,uk,false,15
2022-04-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,60.57,revenue,uk,false,21
2022-05-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,31.2,revenue,uk,false,21
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,32.37,revenue,uk,false,21
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,100.83,revenue,uk,false,21
2022-08-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,46.71,revenue,uk,false,21
2022-09-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,64.08,revenue,uk,false,21
2022-08-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,29.49,revenue,uk,false,32
2022-09-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,13.14,revenue,uk,false,32
2022-11-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,19.83,revenue,uk,false,32
2022-04-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,50.16,revenue,ru,false,23
2022-05-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,37.62,revenue,ru,false,23
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,13.89,revenue,ru,false,23
2022-08-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,58.92,revenue,ru,false,23
2022-09-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,85.05,revenue,ru,false,23
2022-12-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,12.12,revenue,ru,false,23
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,game 3,13.89,revenue,ru,false,19
2022-04-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.03,revenue,uk,false,16
2022-05-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.15,revenue,uk,false,16
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,game 3,17.64,revenue,uk,false,16
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,game 3,12.03,revenue,uk,false,16
2022-08-01,dpfu6t8G4blqMn55KM8bSg==,game 3,92.13,revenue,uk,false,16
2022-09-01,dpfu6t8G4blqMn55KM8bSg==,game 3,61.56,revenue,uk,false,16
2022-10-01,dpfu6t8G4blqMn55KM8bSg==,game 3,112.20,revenue,uk,false,16
2022-11-01,dpfu6t8G4blqMn55KM8bSg==,game 3,38.58,revenue,uk,false,16
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,game 3,16.38,revenue,uk,false,26
2022-08-01,dQAFHVkiiCKfawYALbHZeA==,game 3,14.64,revenue,uk,false,26
2022-10-01,dQAFHVkiiCKfawYALbHZeA==,game 3,18.0,revenue,uk,false,26
2022-04-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,83.19,revenue,uk,false,23
2022-05-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,72.15,revenue,uk,false,23
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,86.49,revenue,uk,false,23
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,120.51,revenue,uk,false,23
2022-09-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,15.72,revenue,uk,false,29
2022-10-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,13.23,revenue,uk,false,29
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,12.15,revenue,ru,false,19
2022-10-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,36.63,revenue,ru,false,19
2022-11-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,114.96,revenue,ru,false,19
2022-12-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,26.58,revenue,ru,false,19
2022-08-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,41.31,revenue,uk,false,25
2022-09-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,127.20,revenue,uk,false,25
2022-10-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,75.54,revenue,uk,false,25
2022-11-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,14.73,revenue,uk,false,25
2022-12-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,12.51,revenue,uk,false,25
2022-08-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,13.98,revenue,uk,false,33
2022-09-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,16.05,revenue,uk,false,33
2022-10-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,18.21,revenue,uk,false,33
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,33.51,revenue,en,false,25
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,148.98,revenue,en,false,25
2022-08-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,78.39,revenue,en,false,25
2022-09-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,70.14,revenue,en,false,25
2022-10-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,49.08,revenue,en,false,25
2022-11-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,376.56,revenue,en,false,25
2022-12-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,119.94,revenue,en,false,25
2022-12-01,e6LTrwXMl/v1epsRPDa9Fg==,game 2,15.93,revenue,uk,false,30
2022-04-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,23.04,revenue,ru,false,18
2022-05-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,14.55,revenue,ru,false,18
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,25.65,revenue,ru,false,18
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,31.86,revenue,ru,false,18
2022-08-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,40.14,revenue,ru,false,18
2022-09-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,22.92,revenue,ru,false,18
2022-10-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,70.95,revenue,ru,false,18
2022-11-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,12.93,revenue,ru,false,18
2022-09-01,Ej00UDBb0OBlQliAnSIp+g==,game 3,42.54,revenue,uk,false,15
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,22.5,revenue,uk,false,19
2022-08-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,61.95,revenue,uk,false,19
2022-09-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,31.29,revenue,uk,false,19
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.5,revenue,uk,false,24
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,game 3,60.72,revenue,uk,false,24
2022-08-01,eoqO46DzxSrKA2rredUNyQ==,game 3,43.71,revenue,uk,false,24
2022-09-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.89,revenue,uk,false,24
2022-10-01,eoqO46DzxSrKA2rredUNyQ==,game 3,189.12,revenue,uk,false,24
2022-09-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,62.16,revenue,uk,false,25
2022-10-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,130.77,revenue,uk,false,25
2022-11-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,43.11,revenue,uk,false,25
2022-12-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,30.54,revenue,uk,false,25
2022-05-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,47.22,revenue,uk,false,21
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,103.71,revenue,uk,false,21
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,39.87,revenue,uk,false,21
2022-08-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,65.52,revenue,uk,false,21
2022-09-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,57.27,revenue,uk,false,21
2022-11-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,74.37,revenue,uk,false,21
2022-12-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,24.21,revenue,uk,false,21
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,33.24,revenue,ru,true,20
2022-08-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,37.23,revenue,ru,true,20
2022-09-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,79.08,revenue,ru,true,20
2022-10-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,136.86,revenue,ru,true,20
2022-11-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,58.95,revenue,ru,true,20
2022-12-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,47.13,revenue,ru,true,20
2022-12-01,F7cC4XEymgoRKeijWu63+w==,game 3,24.33,revenue,uk,false,16
2022-09-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,23.13,revenue,uk,false,21
2022-10-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,111.36,revenue,uk,false,21
2022-11-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,54.81,revenue,uk,false,21
2022-04-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,48.45,revenue,ru,false,18
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,89.07,revenue,ru,false,18
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,31.59,revenue,ru,false,18
2022-08-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,30.39,revenue,ru,false,18
2022-11-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,22.14,revenue,ru,false,18
2022-09-01,FbbhrtuL39vfmatF2ObVfA==,game 3,42.60,revenue,uk,false,16
2022-10-01,FbbhrtuL39vfmatF2ObVfA==,game 3,114.09,revenue,uk,false,16
2022-11-01,FbbhrtuL39vfmatF2ObVfA==,game 3,112.86,revenue,uk,false,16
2022-12-01,FbbhrtuL39vfmatF2ObVfA==,game 3,14.67,revenue,uk,false,16
2022-04-01,fCdEizmUtnjNYQLbx81H8g==,game 3,18.12,revenue,ru,false,16
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,19.98,revenue,ru,false,18
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,32.94,revenue,ru,false,18
2022-08-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,65.34,revenue,ru,false,18
2022-11-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,34.71,revenue,ru,false,18
2022-09-01,FfphIhReAA2romBynjqxqw==,game 3,70.80,revenue,uk,false,19
2022-12-01,fFqrZjaytcDUnW57W7PRJA==,game 3,76.14,revenue,uk,false,22
2022-09-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,14.88,revenue,uk,false,39
2022-11-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,13.29,revenue,uk,false,39
2022-11-01,fH7uxifYBCx0TULRrcqajg==,game 3,15.51,revenue,uk,false,23
2022-12-01,fH7uxifYBCx0TULRrcqajg==,game 3,18.36,revenue,uk,false,23
2022-05-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,24.36,revenue,ru,false,31
2022-08-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,53.28,revenue,ru,false,31
2022-09-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,44.70,revenue,ru,false,31
2022-10-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,16.05,revenue,ru,false,31
2022-10-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,15.48,revenue,uk,false,19
2022-11-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,37.20,revenue,uk,false,19
2022-12-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,23.85,revenue,uk,false,19
2022-08-01,fNc4x9raJu2OBcbtEloM7A==,game 3,15.84,revenue,ru,false,35
2022-10-01,fq8oNQ55zdVqL3GK0IjuYg==,game 3,31.74,revenue,uk,false,25
2022-04-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.28,revenue,uk,false,21
2022-05-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,20.73,revenue,uk,false,21
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,36.66,revenue,uk,false,21
2022-09-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,29.34,revenue,uk,false,21
2022-10-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,33.69,revenue,uk,false,21
2022-11-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,25.47,revenue,uk,false,21
2022-12-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.16,revenue,uk,false,21
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.39,revenue,uk,false,16
2022-08-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.60,revenue,uk,false,16
2022-09-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,96.66,revenue,uk,false,16
2022-10-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,86.01,revenue,uk,false,16
2022-11-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,85.32,revenue,uk,false,16
2022-12-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,14.97,revenue,uk,false,16
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,72.57,revenue,uk,false,19
2022-08-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,133.05,revenue,uk,false,19
2022-09-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,52.32,revenue,uk,false,19
2022-10-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,67.17,revenue,uk,false,19
2022-11-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,96.30,revenue,uk,false,19
